# Time(s)     R            T            Z
 9.41400e+00  2.90609e-01 -2.03171e-02  6.74407e-01
 9.41500e+00  3.06153e-01 -2.00887e-02  7.06669e-01
 9.41600e+00  3.22836e-01 -1.98614e-02  7.41333e-01
 9.41700e+00  3.40724e-01 -1.96347e-02  7.78539e-01
 9.41800e+00  3.59980e-01 -1.94086e-02  8.18631e-01
 9.41900e+00  3.80699e-01 -1.91825e-02  8.61810e-01
 9.42000e+00  4.03076e-01 -1.89562e-02  9.08489e-01
 9.42100e+00  4.27244e-01 -1.87294e-02  9.58944e-01
 9.42200e+00  4.53438e-01 -1.85018e-02  1.01368e+00
 9.42300e+00  4.81841e-01 -1.82728e-02  1.07307e+00
 9.42400e+00  5.12747e-01 -1.80421e-02  1.13775e+00
 9.42500e+00  5.46403e-01 -1.78094e-02  1.20824e+00
 9.42600e+00  5.83178e-01 -1.75741e-02  1.28531e+00
 9.42700e+00  6.23411e-01 -1.73358e-02  1.36968e+00
 9.42800e+00  6.67574e-01 -1.70942e-02  1.46235e+00
 9.42900e+00  7.16127e-01 -1.68486e-02  1.56428e+00
 9.43000e+00  7.69685e-01 -1.65987e-02  1.67679e+00
 9.43100e+00  8.28875e-01 -1.63438e-02  1.80118e+00
 9.43200e+00  8.94508e-01 -1.60837e-02  1.93918e+00
 9.43300e+00  9.67439e-01 -1.58176e-02  2.09259e+00
 9.43400e+00  1.04875e+00 -1.55451e-02  2.26368e+00
 9.43500e+00  1.13960e+00 -1.52657e-02  2.45492e+00
 9.43600e+00  1.24145e+00 -1.49787e-02  2.66936e+00
 9.43700e+00  1.35586e+00 -1.46837e-02  2.91034e+00
 9.43800e+00  1.48476e+00 -1.43801e-02  3.18189e+00
 9.43900e+00  1.63026e+00 -1.40672e-02  3.48847e+00
 9.44000e+00  1.79483e+00 -1.37444e-02  3.83531e+00
 9.44100e+00  1.98116e+00 -1.34111e-02  4.22804e+00
 9.44200e+00  2.19223e+00 -1.30666e-02  4.67301e+00
 9.44300e+00  2.43108e+00 -1.27100e-02  5.17660e+00
 9.44400e+00  2.70074e+00 -1.23408e-02  5.74519e+00
 9.44500e+00  3.00366e+00 -1.19578e-02  6.38397e+00
 9.44600e+00  3.34127e+00 -1.15604e-02  7.09594e+00
 9.44700e+00  3.71283e+00 -1.11473e-02  7.87958e+00
 9.44800e+00  4.11434e+00 -1.07176e-02  8.72640e+00
 9.44900e+00  4.53669e+00 -1.02700e-02  9.61725e+00
 9.45000e+00  4.96427e+00 -9.80322e-03  1.05192e+01
 9.45100e+00  5.37382e+00 -9.31566e-03  1.13832e+01
 9.45200e+00  5.73528e+00 -8.80572e-03  1.21458e+01
 9.45300e+00  6.01501e+00 -8.27150e-03  1.27362e+01
 9.45400e+00  6.18214e+00 -7.71097e-03  1.30892e+01
 9.45500e+00  6.21596e+00 -7.12176e-03  1.31612e+01
 9.45600e+00  6.11212e+00 -6.50130e-03  1.29430e+01
 9.45700e+00  5.88371e+00 -5.84662e-03  1.24622e+01
 9.45800e+00  5.55757e+00 -5.15447e-03  1.17754e+01
 9.45900e+00  5.16685e+00 -4.42112e-03  1.09526e+01
 9.46000e+00  4.74401e+00 -3.64244e-03  1.00621e+01
 9.46100e+00  4.31585e+00 -2.81370e-03  9.16057e+00
 9.46200e+00  3.90174e+00 -1.92966e-03  8.28880e+00
 9.46300e+00  3.51377e+00 -9.84289e-04  7.47229e+00
 9.46400e+00  3.15826e+00  2.91039e-05  6.72440e+00
 9.46500e+00  2.83733e+00  1.11820e-03  6.04963e+00
 9.46600e+00  2.55051e+00  2.29161e-03  5.44697e+00
 9.46700e+00  2.29571e+00  3.55920e-03  4.91204e+00
 9.46800e+00  2.07015e+00  4.93208e-03  4.43901e+00
 9.46900e+00  1.87071e+00  6.42303e-03  4.02133e+00
 9.47000e+00  1.69440e+00  8.04649e-03  3.65268e+00
 9.47100e+00  1.53830e+00  9.81912e-03  3.32698e+00
 9.47200e+00  1.39987e+00  1.17599e-02  3.03887e+00
 9.47300e+00  1.27676e+00  1.38906e-02  2.78346e+00
 9.47400e+00  1.16698e+00  1.62365e-02  2.55659e+00
 9.47500e+00  1.06872e+00  1.88264e-02  2.35449e+00
 9.47600e+00  9.80492e-01  2.16939e-02  2.17409e+00
 9.47700e+00  9.00924e-01  2.48776e-02  2.01257e+00
 9.47800e+00  8.28900e-01  2.84225e-02  1.86764e+00
 9.47900e+00  7.63377e-01  3.23807e-02  1.73720e+00
 9.48000e+00  7.03518e-01  3.68125e-02  1.61961e+00
 9.48100e+00  6.48513e-01  4.17880e-02  1.51327e+00
 9.48200e+00  5.97721e-01  4.73881e-02  1.41699e+00
 9.48300e+00  5.50495e-01  5.37061e-02  1.32955e+00
 9.48400e+00  5.06328e-01  6.08485e-02  1.25010e+00
 9.48500e+00  4.64683e-01  6.89358e-02  1.17772e+00
 9.48600e+00  4.25145e-01  7.81018e-02  1.11176e+00
 9.48700e+00  3.87255e-01  8.84909e-02  1.05154e+00
 9.48800e+00  3.50670e-01  1.00252e-01  9.96583e-01
 9.48900e+00  3.15001e-01  1.13528e-01  9.46343e-01
 9.49000e+00  2.79994e-01  1.28433e-01  9.00486e-01
 9.49100e+00  2.45380e-01  1.45022e-01  8.58547e-01
 9.49200e+00  2.11077e-01  1.63245e-01  8.20258e-01
 9.49300e+00  1.77073e-01  1.82878e-01  7.85184e-01
 9.49400e+00  1.43646e-01  2.03444e-01  7.53045e-01
 9.49500e+00  1.11258e-01  2.24144e-01  7.23355e-01
 9.49600e+00  8.07454e-02  2.43812e-01  6.95753e-01
 9.49700e+00  5.31203e-02  2.60963e-01  6.69667e-01
 9.49800e+00  2.95927e-02  2.73973e-01  6.44689e-01
 9.49900e+00  1.11698e-02  2.81387e-01  6.20289e-01
 9.50000e+00 -1.46184e-03  2.82279e-01  5.96229e-01
 9.50100e+00 -8.30537e-03  2.76524e-01  5.72273e-01
 9.50200e+00 -9.92161e-03  2.64833e-01  5.48532e-01
 9.50300e+00 -7.43012e-03  2.48542e-01  5.25082e-01
 9.50400e+00 -2.07672e-03  2.29263e-01  5.02233e-01
 9.50500e+00  4.86333e-03  2.08548e-01  4.80121e-01
 9.50600e+00  1.24162e-02  1.87665e-01  4.59004e-01
 9.50700e+00  1.98091e-02  1.67522e-01  4.38907e-01
 9.50800e+00  2.66179e-02  1.48681e-01  4.19961e-01
 9.50900e+00  3.25511e-02  1.31434e-01  4.02079e-01
 9.51000e+00  3.75504e-02  1.15874e-01  3.85311e-01
 9.51100e+00  4.15746e-02  1.01972e-01  3.69516e-01
 9.51200e+00  4.47205e-02  8.96268e-02  3.54715e-01
 9.51300e+00  4.70327e-02  7.87028e-02  3.40753e-01
 9.51400e+00  4.86475e-02  6.90517e-02  3.27648e-01
 9.51500e+00  4.96201e-02  6.05274e-02  3.15250e-01
 9.51600e+00  5.00807e-02  5.29933e-02  3.03585e-01
 9.51700e+00  5.00699e-02  4.63255e-02  2.92512e-01
 9.51800e+00  4.96998e-02  4.04140e-02  2.82067e-01
 9.51900e+00  4.89917e-02  3.51626e-02  2.72120e-01
 9.52000e+00  4.80393e-02  3.04874e-02  2.62715e-01
 9.52100e+00  4.68472e-02  2.63163e-02  2.53731e-01
 9.52200e+00  4.54943e-02  2.25870e-02  2.45220e-01
 9.52300e+00  4.39722e-02  1.92460e-02  2.37067e-01
 9.52400e+00  4.23484e-02  1.62472e-02  2.29329e-01
 9.52500e+00  4.06053e-02  1.35513e-02  2.21897e-01
 9.52600e+00  3.88022e-02  1.11244e-02  2.14834e-01
 9.52700e+00  3.69145e-02  8.93741e-03  2.08034e-01
 9.52800e+00  3.49958e-02  6.96527e-03  2.01565e-01
 9.52900e+00  3.30167e-02  5.18659e-03  1.95322e-01
 9.53000e+00  3.10266e-02  3.58291e-03  1.89377e-01
 9.53100e+00  2.89927e-02  2.13849e-03  1.83630e-01
 9.53200e+00  2.69615e-02  8.39806e-04  1.78152e-01
 9.53300e+00  2.48975e-02 -3.24603e-04  1.72846e-01
 9.53400e+00  2.28454e-02 -1.36451e-03  1.67786e-01
 9.53500e+00  2.07678e-02 -2.28804e-03  1.62877e-01
 9.53600e+00  1.87078e-02 -3.10203e-03  1.58194e-01
 9.53700e+00  1.66270e-02 -3.81198e-03  1.53643e-01
 9.53800e+00  1.45670e-02 -4.42232e-03  1.49302e-01
 9.53900e+00  1.24887e-02 -4.93638e-03  1.45076e-01
 9.54000e+00  1.04328e-02 -5.35657e-03  1.41046e-01
 9.54100e+00  8.35940e-03 -5.68433e-03  1.37118e-01
 9.54200e+00  6.30864e-03 -5.92028e-03  1.33372e-01
 9.54300e+00  4.23984e-03 -6.06412e-03  1.29717e-01
 9.54400e+00  2.19265e-03 -6.11479e-03  1.26234e-01
 9.54500e+00  1.25790e-04 -6.07032e-03  1.22833e-01
 9.54600e+00 -1.92168e-03 -5.92797e-03  1.19594e-01
 9.54700e+00 -3.99161e-03 -5.68401e-03  1.16430e-01
 9.54800e+00 -6.04560e-03 -5.33391e-03  1.13420e-01
 9.54900e+00 -8.12615e-03 -4.87207e-03  1.10479e-01
 9.55000e+00 -1.01956e-02 -4.29191e-03  1.07687e-01
 9.55100e+00 -1.22974e-02 -3.58565e-03  1.04957e-01
 9.55200e+00 -1.43947e-02 -2.74434e-03  1.02372e-01
 9.55300e+00 -1.65321e-02 -1.75757e-03  9.98470e-02
 9.55400e+00 -1.86742e-02 -6.13435e-04  9.74642e-02
 9.55500e+00 -2.08667e-02  7.01757e-04  9.51381e-02
 9.55600e+00 -2.30761e-02  2.20361e-03  9.29534e-02
 9.55700e+00 -2.53502e-02  3.91006e-03  9.08252e-02
 9.55800e+00 -2.76577e-02  5.84155e-03  8.88387e-02
 9.55900e+00 -3.00491e-02  8.02156e-03  8.69100e-02
 9.56000e+00 -3.24962e-02  1.04770e-02  8.51257e-02
 9.56100e+00 -3.50533e-02  1.32387e-02  8.34028e-02
 9.56200e+00 -3.76965e-02  1.63423e-02  8.18291e-02
 9.56300e+00 -4.04852e-02  1.98288e-02  8.03232e-02
 9.56400e+00 -4.34015e-02  2.37454e-02  7.89745e-02
 9.56500e+00 -4.65116e-02  2.81469e-02  7.77035e-02
 9.56600e+00 -4.98059e-02  3.30966e-02  7.66018e-02
 9.56700e+00 -5.33599e-02  3.86679e-02  7.55923e-02
 9.56800e+00 -5.71751e-02  4.49455e-02  7.47694e-02
 9.56900e+00 -6.13395e-02  5.20279e-02  7.40594e-02
 9.57000e+00 -6.58687e-02  6.00280e-02  7.35601e-02
 9.57100e+00 -7.08669e-02  6.90757e-02  7.32019e-02
 9.57200e+00 -7.63670e-02  7.93183e-02  7.30872e-02
 9.57300e+00 -8.24910e-02  9.09210e-02  7.31508e-02
 9.57400e+00 -8.92889e-02  1.04065e-01  7.34994e-02
 9.57500e+00 -9.68963e-02  1.18942e-01  7.40712e-02
 9.57600e+00 -1.05369e-01  1.35744e-01  7.49743e-02
 9.57700e+00 -1.14834e-01  1.54645e-01  7.61447e-02
 9.57800e+00 -1.25312e-01  1.75765e-01  7.76812e-02
 9.57900e+00 -1.36855e-01  1.99127e-01  7.95009e-02
 9.58000e+00 -1.49351e-01  2.24580e-01  8.16679e-02
 9.58100e+00 -1.62637e-01  2.51710e-01  8.40439e-02
 9.58200e+00 -1.76288e-01  2.79738e-01  8.66133e-02
 9.58300e+00 -1.89738e-01  3.07433e-01  8.91341e-02
 9.58400e+00 -2.02109e-01  3.33099e-01  9.14741e-02
 9.58500e+00 -2.12432e-01  3.54691e-01  9.32881e-02
 9.58600e+00 -2.19632e-01  3.70111e-01  9.43927e-02
 9.58700e+00 -2.22903e-01  3.77648e-01  9.44851e-02
 9.58800e+00 -2.21774e-01  3.76421e-01  9.35368e-02
 9.58900e+00 -2.16390e-01  3.66641e-01  9.14888e-02
 9.59000e+00 -2.07324e-01  3.49543e-01  8.85813e-02
 9.59100e+00 -1.95565e-01  3.27036e-01  8.49712e-02
 9.59200e+00 -1.82125e-01  3.01244e-01  8.10115e-02
 9.59300e+00 -1.68005e-01  2.74100e-01  7.68623e-02
 9.59400e+00 -1.53920e-01  2.47130e-01  7.28007e-02
 9.59500e+00 -1.40434e-01  2.21386e-01  6.88746e-02
 9.59600e+00 -1.27820e-01  1.97494e-01  6.52472e-02
 9.59700e+00 -1.16269e-01  1.75756e-01  6.18714e-02
 9.59800e+00 -1.05779e-01  1.56246e-01  5.88398e-02
 9.59900e+00 -9.63597e-02  1.38896e-01  5.60586e-02
 9.60000e+00 -8.79000e-02  1.23559e-01  5.35925e-02
 9.60100e+00 -8.03502e-02  1.10049e-01  5.13328e-02
 9.60200e+00 -7.35758e-02  9.81717e-02  4.93380e-02
 9.60300e+00 -6.75245e-02  8.77372e-02  4.74990e-02
 9.60400e+00 -6.20707e-02  7.85688e-02  4.58768e-02
 9.60500e+00 -5.71770e-02  7.05071e-02  4.43660e-02
 9.60600e+00 -5.27348e-02  6.34106e-02  4.30322e-02
 9.60700e+00 -4.87240e-02  5.71553e-02  4.17746e-02
 9.60800e+00 -4.50525e-02  5.16333e-02  4.06630e-02
 9.60900e+00 -4.17151e-02  4.67512e-02  3.96007e-02
 9.61000e+00 -3.86330e-02  4.24284e-02  3.86608e-02
 9.61100e+00 -3.58123e-02  3.85951e-02  3.77496e-02
 9.61200e+00 -3.31844e-02  3.51914e-02  3.69432e-02
 9.61300e+00 -3.07638e-02  3.21654e-02  3.61500e-02
 9.61400e+00 -2.84893e-02  2.94723e-02  3.54479e-02
 9.61500e+00 -2.63818e-02  2.70735e-02  3.47474e-02
 9.61600e+00 -2.43852e-02  2.49353e-02  3.41275e-02
 9.61700e+00 -2.25250e-02  2.30285e-02  3.35001e-02
 9.61800e+00 -2.07489e-02  2.13279e-02  3.29453e-02
 9.61900e+00 -1.90859e-02  1.98114e-02  3.23758e-02
 9.62000e+00 -1.74864e-02  1.84596e-02  3.18726e-02
 9.62100e+00 -1.59816e-02  1.72559e-02  3.13491e-02
 9.62200e+00 -1.45242e-02  1.61853e-02  3.08869e-02
 9.62300e+00 -1.31470e-02  1.52350e-02  3.03998e-02
 9.62400e+00 -1.18041e-02  1.43937e-02  2.99699e-02
 9.62500e+00 -1.05298e-02  1.36515e-02  2.95115e-02
 9.62600e+00 -9.27916e-03  1.29996e-02  2.91069e-02
 9.62700e+00 -8.08733e-03  1.24306e-02  2.86709e-02
 9.62800e+00 -6.91032e-03  1.19376e-02  2.82858e-02
 9.62900e+00 -5.78380e-03  1.15148e-02  2.78668e-02
 9.63000e+00 -4.66439e-03  1.11572e-02  2.74964e-02
 9.63100e+00 -3.58821e-03  1.08604e-02  2.70898e-02
 9.63200e+00 -2.51225e-03  1.06206e-02  2.67298e-02
 9.63300e+00 -1.47292e-03  1.04346e-02  2.63317e-02
 9.63400e+00 -4.27435e-04  1.02997e-02  2.59785e-02
 9.63500e+00  5.87641e-04  1.02137e-02  2.55854e-02
 9.63600e+00  1.61499e-03  1.01747e-02  2.52354e-02
 9.63700e+00  2.61806e-03  1.01815e-02  2.48441e-02
 9.63800e+00  3.63955e-03  1.02330e-02  2.44943e-02
 9.63900e+00  4.64302e-03  1.03289e-02  2.41014e-02
 9.64000e+00  5.67137e-03  1.04688e-02  2.37485e-02
 9.64100e+00  6.68841e-03  1.06532e-02  2.33509e-02
 9.64200e+00  7.73738e-03  1.08826e-02  2.29915e-02
 9.64300e+00  8.78254e-03  1.11582e-02  2.25856e-02
 9.64400e+00  9.86765e-03  1.14815e-02  2.22160e-02
 9.64500e+00  1.09577e-02  1.18548e-02  2.17978e-02
 9.64600e+00  1.20971e-02  1.22804e-02  2.14136e-02
 9.64700e+00  1.32520e-02  1.27617e-02  2.09783e-02
 9.64800e+00  1.44679e-02  1.33026e-02  2.05741e-02
 9.64900e+00  1.57122e-02  1.39078e-02  2.01158e-02
 9.65000e+00  1.70322e-02  1.45826e-02  1.96850e-02
 9.65100e+00  1.83970e-02  1.53338e-02  1.91960e-02
 9.65200e+00  1.98563e-02  1.61689e-02  1.87298e-02
 9.65300e+00  2.13820e-02  1.70970e-02  1.82002e-02
 9.65400e+00  2.30267e-02  1.81286e-02  1.76872e-02
 9.65500e+00  2.47660e-02  1.92759e-02  1.71038e-02
 9.65600e+00  2.66567e-02  2.05532e-02  1.65288e-02
 9.65700e+00  2.86793e-02  2.19770e-02  1.58740e-02
 9.65800e+00  3.08960e-02  2.35665e-02  1.52169e-02
 9.65900e+00  3.32933e-02  2.53434e-02  1.44676e-02
 9.66000e+00  3.59399e-02  2.73324e-02  1.37019e-02
 9.66100e+00  3.88286e-02  2.95610e-02  1.28283e-02
 9.66200e+00  4.20338e-02  3.20588e-02  1.19213e-02
 9.66300e+00  4.55521e-02  3.48568e-02  1.08884e-02
 9.66400e+00  4.94574e-02  3.79848e-02  9.80389e-03
 9.66500e+00  5.37389e-02  4.14678e-02  8.57735e-03
 9.66600e+00  5.84515e-02  4.53200e-02  7.28808e-03
 9.66700e+00  6.35469e-02  4.95360e-02  5.85509e-03
 9.66800e+00  6.90171e-02  5.40780e-02  4.37382e-03
 9.66900e+00  7.47178e-02  5.88611e-02  2.78796e-03
 9.67000e+00  8.05082e-02  6.37373e-02  1.22698e-03
 9.67100e+00  8.60807e-02  6.84862e-02 -3.23460e-04
 9.67200e+00  9.11239e-02  7.28186e-02 -1.69023e-03
 9.67300e+00  9.51988e-02  7.64055e-02 -2.85388e-03
 9.67400e+00  9.79619e-02  7.89326e-02 -3.63312e-03
 9.67500e+00  9.90941e-02  8.01724e-02 -4.03925e-03
 9.67600e+00  9.85317e-02  8.00463e-02 -3.96284e-03
 9.67700e+00  9.63385e-02  7.86490e-02 -3.51346e-03
 9.67800e+00  9.28312e-02  7.62221e-02 -2.67934e-03
 9.67900e+00  8.83462e-02  7.30906e-02 -1.64007e-03
 9.68000e+00  8.33118e-02  6.95925e-02 -4.12559e-04
 9.68100e+00  7.80261e-02  6.60237e-02  8.33522e-04
 9.68200e+00  7.27817e-02  6.26118e-02  2.11595e-03
 9.68300e+00  6.77056e-02  5.95120e-02  3.30903e-03
 9.68400e+00  6.29282e-02  5.68167e-02  4.47211e-03
 9.68500e+00  5.84469e-02  5.45705e-02  5.51277e-03
 9.68600e+00  5.43017e-02  5.27828e-02  6.51354e-03
 9.68700e+00  5.04355e-02  5.14378e-02  7.39594e-03
 9.68800e+00  4.68649e-02  5.04991e-02  8.24855e-03
 9.68900e+00  4.35335e-02  4.99108e-02  8.99266e-03
 9.69000e+00  4.04782e-02  4.95955e-02  9.71161e-03
 9.69100e+00  3.76773e-02  4.94532e-02  1.03179e-02
 9.69200e+00  3.52090e-02  4.93614e-02  1.08841e-02
 9.69300e+00  3.30893e-02  4.91838e-02  1.13131e-02
 9.69400e+00  3.14160e-02  4.87867e-02  1.16724e-02
 9.69500e+00  3.01941e-02  4.80626e-02  1.18679e-02
 9.69600e+00  2.94741e-02  4.69524e-02  1.19790e-02
 9.69700e+00  2.91863e-02  4.54575e-02  1.19308e-02
 9.69800e+00  2.93009e-02  4.36344e-02  1.18236e-02
 9.69900e+00  2.96854e-02  4.15754e-02  1.15983e-02
 9.70000e+00  3.02804e-02  3.93837e-02  1.13630e-02
 9.70100e+00  3.09576e-02  3.71535e-02  1.10575e-02
 9.70200e+00  3.16857e-02  3.49578e-02  1.07825e-02
 9.70300e+00  3.23755e-02  3.28459e-02  1.04681e-02
 9.70400e+00  3.30342e-02  3.08454e-02  1.02050e-02
 9.70500e+00  3.36050e-02  2.89677e-02  9.91502e-03
 9.70600e+00  3.41194e-02  2.72125e-02  9.68255e-03
 9.70700e+00  3.45373e-02  2.55729e-02  9.42524e-03
 9.70800e+00  3.49006e-02  2.40380e-02  9.22483e-03
 9.70900e+00  3.51751e-02  2.25955e-02  8.99743e-03
 9.71000e+00  3.54058e-02  2.12327e-02  8.82399e-03
 9.71100e+00  3.55598e-02  1.99377e-02  8.62035e-03
 9.71200e+00  3.56824e-02  1.86995e-02  8.46740e-03
 9.71300e+00  3.57400e-02  1.75082e-02  8.28114e-03
 9.71400e+00  3.57773e-02  1.63551e-02  8.14264e-03
 9.71500e+00  3.57599e-02  1.52327e-02  7.96815e-03
 9.71600e+00  3.57315e-02  1.41346e-02  7.83891e-03
 9.71700e+00  3.56572e-02  1.30552e-02  7.67141e-03
 9.71800e+00  3.55799e-02  1.19898e-02  7.54704e-03
 9.71900e+00  3.54643e-02  1.09343e-02  7.38244e-03
 9.72000e+00  3.53528e-02  9.88537e-03  7.25909e-03
 9.72100e+00  3.52097e-02  8.84007e-03  7.09376e-03
 9.72200e+00  3.50771e-02  7.79593e-03  6.96798e-03
 9.72300e+00  3.49193e-02  6.75092e-03  6.79859e-03
 9.72400e+00  3.47782e-02  5.70322e-03  6.66711e-03
 9.72500e+00  3.46179e-02  4.65134e-03  6.49043e-03
 9.72600e+00  3.44804e-02  3.59394e-03  6.35006e-03
 9.72700e+00  3.43299e-02  2.52993e-03  6.16290e-03
 9.72800e+00  3.42084e-02  1.45825e-03  6.01041e-03
 9.72900e+00  3.40802e-02  3.78056e-04  5.80948e-03
 9.73000e+00  3.39877e-02 -7.11525e-04  5.64149e-03
 9.73100e+00  3.38952e-02 -1.81123e-03  5.42332e-03
 9.73200e+00  3.38455e-02 -2.92183e-03  5.23625e-03
 9.73300e+00  3.38033e-02 -4.04402e-03  4.99709e-03
 9.73400e+00  3.38118e-02 -5.17859e-03  4.78699e-03
 9.73500e+00  3.38362e-02 -6.32626e-03  4.52270e-03
 9.73600e+00  3.39201e-02 -7.48787e-03  4.28520e-03
 9.73700e+00  3.40295e-02 -8.66424e-03  3.99111e-03
 9.73800e+00  3.42087e-02 -9.85635e-03  3.72120e-03
 9.73900e+00  3.44246e-02 -1.10652e-02  3.39194e-03
 9.74000e+00  3.47224e-02 -1.22919e-02  3.08384e-03
 9.74100e+00  3.50702e-02 -1.35376e-02  2.71311e-03
 9.74200e+00  3.55144e-02 -1.48039e-02  2.35992e-03
 9.74300e+00  3.60244e-02 -1.60922e-02  1.94018e-03
 9.74400e+00  3.66485e-02 -1.74042e-02  1.53362e-03
 9.74500e+00  3.73579e-02 -1.87418e-02  1.05569e-03
 9.74600e+00  3.82031e-02 -2.01073e-02  5.85572e-04
 9.74700e+00  3.91578e-02 -2.15029e-02  3.81179e-05
 9.74800e+00  4.02752e-02 -2.29315e-02 -5.08253e-04
 9.74900e+00  4.15325e-02 -2.43961e-02 -1.13948e-03
 9.75000e+00  4.29866e-02 -2.59001e-02 -1.77813e-03
 9.75100e+00  4.46192e-02 -2.74475e-02 -2.51124e-03
 9.75200e+00  4.64921e-02 -2.90426e-02 -3.26270e-03
 9.75300e+00  4.85929e-02 -3.06905e-02 -4.12100e-03
 9.75400e+00  5.09904e-02 -3.23969e-02 -5.01181e-03
 9.75500e+00  5.36801e-02 -3.41681e-02 -6.02563e-03
 9.75600e+00  5.67398e-02 -3.60118e-02 -7.09053e-03
 9.75700e+00  6.01758e-02 -3.79363e-02 -8.29972e-03
 9.75800e+00  6.40787e-02 -3.99513e-02 -9.58452e-03
 9.75900e+00  6.84692e-02 -4.20680e-02 -1.10419e-02
 9.76000e+00  7.34551e-02 -4.42992e-02 -1.26076e-02
 9.76100e+00  7.90771e-02 -4.66596e-02 -1.43835e-02
 9.76200e+00  8.54659e-02 -4.91664e-02 -1.63116e-02
 9.76300e+00  9.26891e-02 -5.18391e-02 -1.85005e-02
 9.76400e+00  1.00908e-01 -5.47002e-02 -2.09000e-02
 9.76500e+00  1.10225e-01 -5.77757e-02 -2.36278e-02
 9.76600e+00  1.20842e-01 -6.10953e-02 -2.66437e-02
 9.76700e+00  1.32902e-01 -6.46924e-02 -3.00765e-02
 9.76800e+00  1.46651e-01 -6.86049e-02 -3.38972e-02
 9.76900e+00  1.62279e-01 -7.28740e-02 -3.82459e-02
 9.77000e+00  1.80068e-01 -7.75444e-02 -4.31034e-02
 9.77100e+00  2.00227e-01 -8.26611e-02 -4.86149e-02
 9.77200e+00  2.23030e-01 -8.82672e-02 -5.47590e-02
 9.77300e+00  2.48623e-01 -9.43965e-02 -6.16646e-02
 9.77400e+00  2.77128e-01 -1.01065e-01 -6.92715e-02
 9.77500e+00  3.08413e-01 -1.08258e-01 -7.76367e-02
 9.77600e+00  3.42135e-01 -1.15907e-01 -8.65813e-02
 9.77700e+00  3.77472e-01 -1.23875e-01 -9.59849e-02
 9.77800e+00  4.13145e-01 -1.31928e-01 -1.05428e-01
 9.77900e+00  4.47206e-01 -1.39728e-01 -1.14502e-01
 9.78000e+00  4.77246e-01 -1.46838e-01 -1.22498e-01
 9.78100e+00  5.00500e-01 -1.52775e-01 -1.28796e-01
 9.78200e+00  5.14463e-01 -1.57087e-01 -1.32662e-01
 9.78300e+00  5.17319e-01 -1.59459e-01 -1.33721e-01
 9.78400e+00  5.08565e-01 -1.59796e-01 -1.31754e-01
 9.78500e+00  4.89017e-01 -1.58251e-01 -1.27059e-01
 9.78600e+00  4.60715e-01 -1.55185e-01 -1.20071e-01
 9.78700e+00  4.26252e-01 -1.51068e-01 -1.11544e-01
 9.78800e+00  3.88361e-01 -1.46383e-01 -1.02090e-01
 9.78900e+00  3.49335e-01 -1.41548e-01 -9.23887e-02
 9.79000e+00  3.10981e-01 -1.36881e-01 -8.28114e-02
 9.79100e+00  2.74439e-01 -1.32594e-01 -7.37425e-02
 9.79200e+00  2.40424e-01 -1.28811e-01 -6.52740e-02
 9.79300e+00  2.09195e-01 -1.25588e-01 -5.75637e-02
 9.79400e+00  1.80832e-01 -1.22936e-01 -5.05407e-02
 9.79500e+00  1.55179e-01 -1.20837e-01 -4.42558e-02
 9.79600e+00  1.32068e-01 -1.19258e-01 -3.85751e-02
 9.79700e+00  1.11216e-01 -1.18159e-01 -3.35169e-02
 9.79800e+00  9.24069e-02 -1.17500e-01 -2.89346e-02
 9.79900e+00  7.53573e-02 -1.17240e-01 -2.48463e-02
 9.80000e+00  5.98763e-02 -1.17345e-01 -2.11120e-02
 9.80100e+00  4.57182e-02 -1.17782e-01 -1.77596e-02
 9.80200e+00  3.27366e-02 -1.18523e-01 -1.46605e-02
 9.80300e+00  2.07294e-02 -1.19547e-01 -1.18539e-02
 9.80400e+00  9.59123e-03 -1.20832e-01 -9.22166e-03
 9.80500e+00 -8.42568e-04 -1.22365e-01 -6.81255e-03
 9.80600e+00 -1.06444e-02 -1.24132e-01 -4.51705e-03
 9.80700e+00 -1.99501e-02 -1.26124e-01 -2.39127e-03
 9.80800e+00 -2.88073e-02 -1.28335e-01 -3.32106e-04
 9.80900e+00 -3.73307e-02 -1.30760e-01  1.59892e-03
 9.81000e+00 -4.55503e-02 -1.33397e-01  3.50028e-03
 9.81100e+00 -5.35656e-02 -1.36246e-01  5.30660e-03
 9.81200e+00 -6.13940e-02 -1.39310e-01  7.11311e-03
 9.81300e+00 -6.91250e-02 -1.42590e-01  8.85180e-03
 9.81400e+00 -7.67676e-02 -1.46095e-01  1.06157e-02
 9.81500e+00 -8.44044e-02 -1.49829e-01  1.23351e-02
 9.81600e+00 -9.20392e-02 -1.53802e-01  1.41015e-02
 9.81700e+00 -9.97507e-02 -1.58026e-01  1.58445e-02
 9.81800e+00 -1.07540e-01 -1.62511e-01  1.76547e-02
 9.81900e+00 -1.15485e-01 -1.67274e-01  1.94612e-02
 9.82000e+00 -1.23585e-01 -1.72329e-01  2.13546e-02
 9.82100e+00 -1.31918e-01 -1.77695e-01  2.32640e-02
 9.82200e+00 -1.40486e-01 -1.83393e-01  2.52805e-02
 9.82300e+00 -1.49369e-01 -1.89446e-01  2.73337e-02
 9.82400e+00 -1.58572e-01 -1.95879e-01  2.95154e-02
 9.82500e+00 -1.68179e-01 -2.02723e-01  3.17565e-02
 9.82600e+00 -1.78200e-01 -2.10008e-01  3.41501e-02
