# Time(s)     R            T            Z
 2.64440e+01  1.68189e-01  3.84853e-02  2.44519e-01
 2.64450e+01  1.62139e-01  3.71267e-02  2.35347e-01
 2.64460e+01  1.56208e-01  3.57998e-02  2.26344e-01
 2.64470e+01  1.50409e-01  3.45068e-02  2.17540e-01
 2.64480e+01  1.44755e-01  3.32494e-02  2.08955e-01
 2.64490e+01  1.39254e-01  3.20285e-02  2.00609e-01
 2.64500e+01  1.33913e-01  3.08450e-02  1.92511e-01
 2.64510e+01  1.28735e-01  2.96990e-02  1.84673e-01
 2.64520e+01  1.23722e-01  2.85904e-02  1.77097e-01
 2.64530e+01  1.18874e-01  2.75187e-02  1.69786e-01
 2.64540e+01  1.14191e-01  2.64832e-02  1.62740e-01
 2.64550e+01  1.09671e-01  2.54831e-02  1.55956e-01
 2.64560e+01  1.05310e-01  2.45172e-02  1.49430e-01
 2.64570e+01  1.01105e-01  2.35843e-02  1.43158e-01
 2.64580e+01  9.70515e-02  2.26829e-02  1.37131e-01
 2.64590e+01  9.31453e-02  2.18116e-02  1.31344e-01
 2.64600e+01  8.93813e-02  2.09687e-02  1.25788e-01
 2.64610e+01  8.57551e-02  2.01526e-02  1.20457e-01
 2.64620e+01  8.22612e-02  1.93617e-02  1.15341e-01
 2.64630e+01  7.88949e-02  1.85942e-02  1.10433e-01
 2.64640e+01  7.56509e-02  1.78483e-02  1.05723e-01
 2.64650e+01  7.25245e-02  1.71225e-02  1.01205e-01
 2.64660e+01  6.95105e-02  1.64148e-02  9.68696e-02
 2.64670e+01  6.66044e-02  1.57239e-02  9.27090e-02
 2.64680e+01  6.38010e-02  1.50480e-02  8.87149e-02
 2.64690e+01  6.10959e-02  1.43857e-02  8.48802e-02
 2.64700e+01  5.84841e-02  1.37356e-02  8.11965e-02
 2.64710e+01  5.59614e-02  1.30965e-02  7.76573e-02
 2.64720e+01  5.35229e-02  1.24673e-02  7.42545e-02
 2.64730e+01  5.11646e-02  1.18469e-02  7.09819e-02
 2.64740e+01  4.88817e-02  1.12347e-02  6.78318e-02
 2.64750e+01  4.66705e-02  1.06298e-02  6.47984e-02
 2.64760e+01  4.45265e-02  1.00319e-02  6.18747e-02
 2.64770e+01  4.24464e-02  9.44049e-03  5.90554e-02
 2.64780e+01  4.04262e-02  8.85546e-03  5.63341e-02
 2.64790e+01  3.84632e-02  8.27672e-03  5.37065e-02
 2.64800e+01  3.65539e-02  7.70433e-03  5.11667e-02
 2.64810e+01  3.46964e-02  7.13850e-03  4.87115e-02
 2.64820e+01  3.28882e-02  6.57953e-03  4.63361e-02
 2.64830e+01  3.11281e-02  6.02787e-03  4.40381e-02
 2.64840e+01  2.94149e-02  5.48406e-03  4.18142e-02
 2.64850e+01  2.77485e-02  4.94873e-03  3.96631e-02
 2.64860e+01  2.61285e-02  4.42265e-03  3.75826e-02
 2.64870e+01  2.45562e-02  3.90666e-03  3.55728e-02
 2.64880e+01  2.30325e-02  3.40169e-03  3.36327e-02
 2.64890e+01  2.15595e-02  2.90875e-03  3.17636e-02
 2.64900e+01  2.01392e-02  2.42893e-03  2.99656e-02
 2.64910e+01  1.87747e-02  1.96336e-03  2.82410e-02
 2.64920e+01  1.74687e-02  1.51321e-03  2.65906e-02
 2.64930e+01  1.62247e-02  1.07961e-03  2.50173e-02
 2.64940e+01  1.50458e-02  6.63713e-04  2.35225e-02
 2.64950e+01  1.39355e-02  2.66567e-04  2.21090e-02
 2.64960e+01  1.28964e-02 -1.10872e-04  2.07779e-02
 2.64970e+01  1.19314e-02 -4.67790e-04  1.95316e-02
 2.64980e+01  1.10420e-02 -8.03553e-04  1.83704e-02
 2.64990e+01  1.02301e-02 -1.11773e-03  1.72957e-02
 2.65000e+01  9.49577e-03 -1.41014e-03  1.63063e-02
 2.65010e+01  8.83896e-03 -1.68083e-03  1.54022e-02
 2.65020e+01  8.25806e-03 -1.93011e-03  1.45806e-02
 2.65030e+01  7.75132e-03 -2.15854e-03  1.38400e-02
 2.65040e+01  7.31536e-03 -2.36692e-03  1.31761e-02
 2.65050e+01  6.94686e-03 -2.55624e-03  1.25857e-02
 2.65060e+01  6.64102e-03 -2.72769e-03  1.20633e-02
 2.65070e+01  6.39338e-03 -2.88258e-03  1.16049e-02
 2.65080e+01  6.19828e-03 -3.02233e-03  1.12042e-02
 2.65090e+01  6.05068e-03 -3.14843e-03  1.08566e-02
 2.65100e+01  5.94465e-03 -3.26237e-03  1.05555e-02
 2.65110e+01  5.87513e-03 -3.36564e-03  1.02965e-02
 2.65120e+01  5.83640e-03 -3.45969e-03  1.00732e-02
 2.65130e+01  5.82387e-03 -3.54589e-03  9.88151e-03
 2.65140e+01  5.83239e-03 -3.62552e-03  9.71582e-03
 2.65150e+01  5.85808e-03 -3.69977e-03  9.57267e-03
 2.65160e+01  5.89660e-03 -3.76971e-03  9.44721e-03
 2.65170e+01  5.94491e-03 -3.83631e-03  9.33681e-03
 2.65180e+01  5.99950e-03 -3.90041e-03  9.23743e-03
 2.65190e+01  6.05817e-03 -3.96276e-03  9.14725e-03
 2.65200e+01  6.11822e-03 -4.02399e-03  9.06302e-03
 2.65210e+01  6.17820e-03 -4.08464e-03  8.98366e-03
 2.65220e+01  6.23609e-03 -4.14515e-03  8.90657e-03
 2.65230e+01  6.29108e-03 -4.20589e-03  8.83129e-03
 2.65240e+01  6.34172e-03 -4.26716e-03  8.75579e-03
 2.65250e+01  6.38768e-03 -4.32918e-03  8.68008e-03
 2.65260e+01  6.42796e-03 -4.39214e-03  8.60254e-03
 2.65270e+01  6.46260e-03 -4.45616e-03  8.52358e-03
 2.65280e+01  6.49091e-03 -4.52132e-03  8.44187e-03
 2.65290e+01  6.51322e-03 -4.58767e-03  8.35810e-03
 2.65300e+01  6.52905e-03 -4.65524e-03  8.27118e-03
 2.65310e+01  6.53892e-03 -4.72402e-03  8.18195e-03
 2.65320e+01  6.54251e-03 -4.79398e-03  8.08949e-03
 2.65330e+01  6.54045e-03 -4.86508e-03  7.99478e-03
 2.65340e+01  6.53252e-03 -4.93727e-03  7.89696e-03
 2.65350e+01  6.51944e-03 -5.01046e-03  7.79712e-03
 2.65360e+01  6.50104e-03 -5.08460e-03  7.69445e-03
 2.65370e+01  6.47807e-03 -5.15958e-03  7.59007e-03
 2.65380e+01  6.45041e-03 -5.23531e-03  7.48320e-03
 2.65390e+01  6.41883e-03 -5.31171e-03  7.37501e-03
 2.65400e+01  6.38323e-03 -5.38866e-03  7.26471e-03
 2.65410e+01  6.34439e-03 -5.46606e-03  7.15347e-03
 2.65420e+01  6.30221e-03 -5.54379e-03  7.04052e-03
 2.65430e+01  6.25749e-03 -5.62175e-03  6.92702e-03
 2.65440e+01  6.21012e-03 -5.69982e-03  6.81220e-03
 2.65450e+01  6.16092e-03 -5.77789e-03  6.69722e-03
 2.65460e+01  6.10976e-03 -5.85583e-03  6.58130e-03
 2.65470e+01  6.05747e-03 -5.93352e-03  6.46561e-03
 2.65480e+01  6.00392e-03 -6.01086e-03  6.34934e-03
 2.65490e+01  5.94991e-03 -6.08773e-03  6.23368e-03
 2.65500e+01  5.89532e-03 -6.16401e-03  6.11780e-03
 2.65510e+01  5.84093e-03 -6.23960e-03  6.00289e-03
 2.65520e+01  5.78658e-03 -6.31440e-03  5.88813e-03
 2.65530e+01  5.73304e-03 -6.38832e-03  5.77467e-03
 2.65540e+01  5.68009e-03 -6.46129e-03  5.66169e-03
 2.65550e+01  5.62847e-03 -6.53325e-03  5.55034e-03
 2.65560e+01  5.57791e-03 -6.60415e-03  5.43977e-03
 2.65570e+01  5.52907e-03 -6.67395e-03  5.33111e-03
 2.65580e+01  5.48163e-03 -6.74266e-03  5.22350e-03
 2.65590e+01  5.43620e-03 -6.81026e-03  5.11804e-03
 2.65600e+01  5.39239e-03 -6.87678e-03  5.01384e-03
 2.65610e+01  5.35075e-03 -6.94227e-03  4.91199e-03
 2.65620e+01  5.31083e-03 -7.00676e-03  4.81154e-03
 2.65630e+01  5.27313e-03 -7.07031e-03  4.71357e-03
 2.65640e+01  5.23718e-03 -7.13300e-03  4.61710e-03
 2.65650e+01  5.20345e-03 -7.19488e-03  4.52319e-03
 2.65660e+01  5.17145e-03 -7.25602e-03  4.43082e-03
 2.65670e+01  5.14167e-03 -7.31647e-03  4.34103e-03
 2.65680e+01  5.11361e-03 -7.37630e-03  4.25280e-03
 2.65690e+01  5.08779e-03 -7.43552e-03  4.16713e-03
 2.65700e+01  5.06375e-03 -7.49416e-03  4.08297e-03
 2.65710e+01  5.04203e-03 -7.55222e-03  4.00134e-03
 2.65720e+01  5.02222e-03 -7.60967e-03  3.92116e-03
 2.65730e+01  5.00493e-03 -7.66645e-03  3.84345e-03
 2.65740e+01  4.98979e-03 -7.72250e-03  3.76712e-03
 2.65750e+01  4.97746e-03 -7.77769e-03  3.69317e-03
 2.65760e+01  4.96762e-03 -7.83190e-03  3.62050e-03
 2.65770e+01  4.96098e-03 -7.88494e-03  3.55013e-03
 2.65780e+01  4.95726e-03 -7.93663e-03  3.48094e-03
 2.65790e+01  4.95720e-03 -7.98673e-03  3.41395e-03
 2.65800e+01  4.96051e-03 -8.03498e-03  3.34804e-03
 2.65810e+01  4.96794e-03 -8.08110e-03  3.28424e-03
 2.65820e+01  4.97919e-03 -8.12478e-03  3.22142e-03
 2.65830e+01  4.99494e-03 -8.16572e-03  3.16063e-03
 2.65840e+01  5.01484e-03 -8.20357e-03  3.10077e-03
 2.65850e+01  5.03949e-03 -8.23799e-03  3.04289e-03
 2.65860e+01  5.06840e-03 -8.26865e-03  2.98593e-03
 2.65870e+01  5.10205e-03 -8.29520e-03  2.93097e-03
 2.65880e+01  5.13979e-03 -8.31729e-03  2.87699e-03
 2.65890e+01  5.18194e-03 -8.33462e-03  2.82514e-03
 2.65900e+01  5.22767e-03 -8.34686e-03  2.77441e-03
 2.65910e+01  5.27713e-03 -8.35370e-03  2.72603e-03
 2.65920e+01  5.32934e-03 -8.35486e-03  2.67904e-03
 2.65930e+01  5.38429e-03 -8.35005e-03  2.63473e-03
 2.65940e+01  5.44087e-03 -8.33903e-03  2.59221e-03
 2.65950e+01  5.49897e-03 -8.32155e-03  2.55282e-03
 2.65960e+01  5.55743e-03 -8.29737e-03  2.51572e-03
 2.65970e+01  5.61613e-03 -8.26630e-03  2.48229e-03
 2.65980e+01  5.67391e-03 -8.22816e-03  2.45174e-03
 2.65990e+01  5.73071e-03 -8.18280e-03  2.42549e-03
 2.66000e+01  5.78548e-03 -8.13013e-03  2.40274e-03
 2.66010e+01  5.83829e-03 -8.07006e-03  2.38493e-03
 2.66020e+01  5.88824e-03 -8.00260e-03  2.37126e-03
 2.66030e+01  5.93558e-03 -7.92778e-03  2.36314e-03
 2.66040e+01  5.97961e-03 -7.84569e-03  2.35975e-03
 2.66050e+01  6.02078e-03 -7.75647e-03  2.36246e-03
 2.66060e+01  6.05855e-03 -7.66032e-03  2.37039e-03
 2.66070e+01  6.09355e-03 -7.55749e-03  2.38489e-03
 2.66080e+01  6.12543e-03 -7.44824e-03  2.40501e-03
 2.66090e+01  6.15493e-03 -7.33290e-03  2.43206e-03
 2.66100e+01  6.18178e-03 -7.21177e-03  2.46505e-03
 2.66110e+01  6.20685e-03 -7.08520e-03  2.50526e-03
 2.66120e+01  6.22990e-03 -6.95350e-03  2.55167e-03
 2.66130e+01  6.25181e-03 -6.81700e-03  2.60556e-03
 2.66140e+01  6.27236e-03 -6.67597e-03  2.66590e-03
 2.66150e+01  6.29242e-03 -6.53066e-03  2.73398e-03
 2.66160e+01  6.31172e-03 -6.38130e-03  2.80880e-03
 2.66170e+01  6.33109e-03 -6.22806e-03  2.89167e-03
 2.66180e+01  6.35023e-03 -6.07105e-03  2.98163e-03
 2.66190e+01  6.36989e-03 -5.91035e-03  3.08004e-03
 2.66200e+01  6.38971e-03 -5.74598e-03  3.18598e-03
 2.66210e+01  6.41039e-03 -5.57792e-03  3.30087e-03
 2.66220e+01  6.43150e-03 -5.40609e-03  3.42382e-03
 2.66230e+01  6.45368e-03 -5.23036e-03  3.55635e-03
 2.66240e+01  6.47646e-03 -5.05056e-03  3.69760e-03
 2.66250e+01  6.50043e-03 -4.86649e-03  3.84915e-03
 2.66260e+01  6.52507e-03 -4.67789e-03  4.01022e-03
 2.66270e+01  6.55094e-03 -4.48447e-03  4.18243e-03
 2.66280e+01  6.57746e-03 -4.28590e-03  4.36504e-03
 2.66290e+01  6.60519e-03 -4.08184e-03  4.55975e-03
 2.66300e+01  6.63352e-03 -3.87190e-03  4.76586e-03
 2.66310e+01  6.66297e-03 -3.65568e-03  4.98510e-03
 2.66320e+01  6.69292e-03 -3.43276e-03  5.21682e-03
 2.66330e+01  6.72389e-03 -3.20270e-03  5.46277e-03
 2.66340e+01  6.75523e-03 -2.96507e-03  5.72232e-03
 2.66350e+01  6.78744e-03 -2.71942e-03  5.99722e-03
 2.66360e+01  6.81989e-03 -2.46531e-03  6.28681e-03
 2.66370e+01  6.85307e-03 -2.20230e-03  6.59284e-03
 2.66380e+01  6.88633e-03 -1.93000e-03  6.91458e-03
 2.66390e+01  6.92017e-03 -1.64800e-03  7.25367e-03
 2.66400e+01  6.95395e-03 -1.35598e-03  7.60928e-03
 2.66410e+01  6.98818e-03 -1.05364e-03  7.98291e-03
 2.66420e+01  7.02222e-03 -7.40750e-04  8.37350e-03
 2.66430e+01  7.05661e-03 -4.17177e-04  8.78232e-03
 2.66440e+01  7.09073e-03 -8.28735e-05  9.20801e-03
 2.66450e+01  7.12514e-03  2.62085e-04  9.65147e-03
 2.66460e+01  7.15928e-03  6.17479e-04  1.01109e-02
 2.66470e+01  7.19375e-03  9.82929e-04  1.05868e-02
 2.66480e+01  7.22805e-03  1.35786e-03  1.10766e-02
 2.66490e+01  7.26287e-03  1.74149e-03  1.15803e-02
 2.66500e+01  7.29779e-03  2.13277e-03  1.20946e-02
 2.66510e+01  7.33360e-03  2.53041e-03  1.26186e-02
 2.66520e+01  7.37002e-03  2.93280e-03  1.31483e-02
 2.66530e+01  7.40799e-03  3.33802e-03  1.36816e-02
 2.66540e+01  7.44737e-03  3.74380e-03  1.42137e-02
 2.66550e+01  7.48929e-03  4.14753e-03  1.47414e-02
 2.66560e+01  7.53380e-03  4.54624e-03  1.52589e-02
 2.66570e+01  7.58224e-03  4.93662e-03  1.57621e-02
 2.66580e+01  7.63486e-03  5.31504e-03  1.62442e-02
 2.66590e+01  7.69322e-03  5.67759e-03  1.67004e-02
 2.66600e+01  7.75776e-03  6.02014e-03  1.71231e-02
 2.66610e+01  7.83022e-03  6.33841e-03  1.75074e-02
 2.66620e+01  7.91118e-03  6.62810e-03  1.78456e-02
 2.66630e+01  8.00250e-03  6.88495e-03  1.81329e-02
 2.66640e+01  8.10480e-03  7.10491e-03  1.83622e-02
 2.66650e+01  8.21991e-03  7.28423e-03  1.85298e-02
 2.66660e+01  8.34839e-03  7.41966e-03  1.86300e-02
 2.66670e+01  8.49188e-03  7.50848e-03  1.86607e-02
 2.66680e+01  8.65072e-03  7.54869e-03  1.86182e-02
 2.66690e+01  8.82624e-03  7.53905e-03  1.85026e-02
 2.66700e+01  9.01841e-03  7.47915e-03  1.83126e-02
 2.66710e+01  9.22817e-03  7.36940e-03  1.80506e-02
 2.66720e+01  9.45504e-03  7.21106e-03  1.77178e-02
 2.66730e+01  9.69955e-03  7.00616e-03  1.73188e-02
 2.66740e+01  9.96080e-03  6.75742e-03  1.68566e-02
 2.66750e+01  1.02389e-02  6.46814e-03  1.63374e-02
 2.66760e+01  1.05327e-02  6.14211e-03  1.57656e-02
 2.66770e+01  1.08421e-02  5.78343e-03  1.51484e-02
 2.66780e+01  1.11656e-02  5.39645e-03  1.44905e-02
 2.66790e+01  1.15030e-02  4.98555e-03  1.37994e-02
 2.66800e+01  1.18528e-02  4.55514e-03  1.30796e-02
 2.66810e+01  1.22149e-02  4.10946e-03  1.23382e-02
 2.66820e+01  1.25877e-02  3.65256e-03  1.15791e-02
 2.66830e+01  1.29712e-02  3.18823e-03  1.08084e-02
 2.66840e+01  1.33641e-02  2.71993e-03  1.00293e-02
 2.66850e+01  1.37665e-02  2.25077e-03  9.24691e-03
 2.66860e+01  1.41772e-02  1.78354e-03  8.46325e-03
 2.66870e+01  1.45965e-02  1.32062e-03  7.68253e-03
 2.66880e+01  1.50234e-02  8.64060e-04  6.90582e-03
 2.66890e+01  1.54583e-02  4.15577e-04  6.13643e-03
 2.66900e+01  1.59004e-02 -2.34488e-05  5.37460e-03
 2.66910e+01  1.63502e-02 -4.51928e-04  4.62291e-03
 2.66920e+01  1.68069e-02 -8.69044e-04  3.88094e-03
 2.66930e+01  1.72711e-02 -1.27422e-03  3.15070e-03
 2.66940e+01  1.77424e-02 -1.66710e-03  2.43127e-03
 2.66950e+01  1.82212e-02 -2.04750e-03  1.72423e-03
 2.66960e+01  1.87070e-02 -2.41540e-03  1.02829e-03
 2.66970e+01  1.92007e-02 -2.77091e-03  3.44754e-04
 2.66980e+01  1.97017e-02 -3.11426e-03 -3.27948e-04
 2.66990e+01  2.02107e-02 -3.44573e-03 -9.88727e-04
 2.67000e+01  2.07274e-02 -3.76570e-03 -1.63932e-03
 2.67010e+01  2.12527e-02 -4.07458e-03 -2.27879e-03
 2.67020e+01  2.17860e-02 -4.37279e-03 -2.90899e-03
 2.67030e+01  2.23285e-02 -4.66080e-03 -3.52908e-03
 2.67040e+01  2.28798e-02 -4.93907e-03 -4.14100e-03
 2.67050e+01  2.34409e-02 -5.20806e-03 -4.74395e-03
 2.67060e+01  2.40115e-02 -5.46822e-03 -5.33994e-03
 2.67070e+01  2.45929e-02 -5.71999e-03 -5.92820e-03
 2.67080e+01  2.51847e-02 -5.96379e-03 -6.51075e-03
 2.67090e+01  2.57882e-02 -6.20003e-03 -7.08683e-03
 2.67100e+01  2.64032e-02 -6.42908e-03 -7.65850e-03
 2.67110e+01  2.70311e-02 -6.65133e-03 -8.22498e-03
 2.67120e+01  2.76718e-02 -6.86710e-03 -8.78834e-03
 2.67130e+01  2.83266e-02 -7.07672e-03 -9.34779e-03
 2.67140e+01  2.89956e-02 -7.28050e-03 -9.90539e-03
 2.67150e+01  2.96801e-02 -7.47873e-03 -1.04604e-02
 2.67160e+01  3.03804e-02 -7.67169e-03 -1.10148e-02
 2.67170e+01  3.10979e-02 -7.85962e-03 -1.15679e-02
 2.67180e+01  3.18329e-02 -8.04279e-03 -1.21217e-02
 2.67190e+01  3.25869e-02 -8.22143e-03 -1.26755e-02
 2.67200e+01  3.33603e-02 -8.39578e-03 -1.32314e-02
 2.67210e+01  3.41549e-02 -8.56607e-03 -1.37887e-02
 2.67220e+01  3.49710e-02 -8.73253e-03 -1.43496e-02
 2.67230e+01  3.58107e-02 -8.89541e-03 -1.49135e-02
 2.67240e+01  3.66744e-02 -9.05495e-03 -1.54826e-02
 2.67250e+01  3.75644e-02 -9.21144e-03 -1.60565e-02
 2.67260e+01  3.84813e-02 -9.36517e-03 -1.66376e-02
 2.67270e+01  3.94276e-02 -9.51648e-03 -1.72256e-02
 2.67280e+01  4.04042e-02 -9.66574e-03 -1.78231e-02
 2.67290e+01  4.14138e-02 -9.81340e-03 -1.84303e-02
 2.67300e+01  4.24577e-02 -9.95996e-03 -1.90499e-02
 2.67310e+01  4.35387e-02 -1.01060e-02 -1.96824e-02
 2.67320e+01  4.46587e-02 -1.02522e-02 -2.03312e-02
 2.67330e+01  4.58209e-02 -1.03994e-02 -2.09970e-02
 2.67340e+01  4.70275e-02 -1.05485e-02 -2.16839e-02
 2.67350e+01  4.82822e-02 -1.07005e-02 -2.23932e-02
 2.67360e+01  4.95877e-02 -1.08567e-02 -2.31296e-02
 2.67370e+01  5.09484e-02 -1.10186e-02 -2.38952e-02
 2.67380e+01  5.23674e-02 -1.11876e-02 -2.46956e-02
 2.67390e+01  5.38497e-02 -1.13657e-02 -2.55338e-02
 2.67400e+01  5.53992e-02 -1.15548e-02 -2.64163e-02
 2.67410e+01  5.70214e-02 -1.17572e-02 -2.73471e-02
 2.67420e+01  5.87209e-02 -1.19753e-02 -2.83338e-02
 2.67430e+01  6.05038e-02 -1.22116e-02 -2.93813e-02
 2.67440e+01  6.23752e-02 -1.24690e-02 -3.04984e-02
 2.67450e+01  6.43418e-02 -1.27504e-02 -3.16909e-02
 2.67460e+01  6.64093e-02 -1.30588e-02 -3.29684e-02
 2.67470e+01  6.85848e-02 -1.33972e-02 -3.43377e-02
 2.67480e+01  7.08741e-02 -1.37686e-02 -3.58086e-02
 2.67490e+01  7.32846e-02 -1.41759e-02 -3.73885e-02
 2.67500e+01  7.58223e-02 -1.46218e-02 -3.90872e-02
 2.67510e+01  7.84945e-02 -1.51089e-02 -4.09120e-02
 2.67520e+01  8.13073e-02 -1.56393e-02 -4.28723e-02
 2.67530e+01  8.42678e-02 -1.62149e-02 -4.49745e-02
 2.67540e+01  8.73817e-02 -1.68372e-02 -4.72272e-02
 2.67550e+01  9.06561e-02 -1.75073e-02 -4.96355e-02
 2.67560e+01  9.40965e-02 -1.82256e-02 -5.22067e-02
 2.67570e+01  9.77098e-02 -1.89926e-02 -5.49443e-02
 2.67580e+01  1.01501e-01 -1.98081e-02 -5.78541e-02
 2.67590e+01  1.05478e-01 -2.06716e-02 -6.09383e-02
 2.67600e+01  1.09645e-01 -2.15824e-02 -6.42011e-02
 2.67610e+01  1.14010e-01 -2.25397e-02 -6.76434e-02
 2.67620e+01  1.18578e-01 -2.35424e-02 -7.12684e-02
 2.67630e+01  1.23356e-01 -2.45894e-02 -7.50761e-02
 2.67640e+01  1.28351e-01 -2.56796e-02 -7.90691e-02
 2.67650e+01  1.33569e-01 -2.68120e-02 -8.32468e-02
 2.67660e+01  1.39015e-01 -2.79858e-02 -8.76114e-02
 2.67670e+01  1.44699e-01 -2.92000e-02 -9.21620e-02
 2.67680e+01  1.50623e-01 -3.04541e-02 -9.69006e-02
 2.67690e+01  1.56796e-01 -3.17475e-02 -1.01826e-01
 2.67700e+01  1.63221e-01 -3.30798e-02 -1.06940e-01
 2.67710e+01  1.69903e-01 -3.44510e-02 -1.12240e-01
 2.67720e+01  1.76844e-01 -3.58607e-02 -1.17728e-01
 2.67730e+01  1.84046e-01 -3.73089e-02 -1.23398e-01
 2.67740e+01  1.91509e-01 -3.87956e-02 -1.29251e-01
 2.67750e+01  1.99229e-01 -4.03205e-02 -1.35281e-01
 2.67760e+01  2.07200e-01 -4.18833e-02 -1.41482e-01
 2.67770e+01  2.15414e-01 -4.34837e-02 -1.47844e-01
 2.67780e+01  2.23857e-01 -4.51207e-02 -1.54359e-01
 2.67790e+01  2.32513e-01 -4.67933e-02 -1.61010e-01
 2.67800e+01  2.41357e-01 -4.84998e-02 -1.67783e-01
 2.67810e+01  2.50362e-01 -5.02380e-02 -1.74652e-01
 2.67820e+01  2.59492e-01 -5.20049e-02 -1.81595e-01
 2.67830e+01  2.68708e-01 -5.37970e-02 -1.88580e-01
 2.67840e+01  2.77958e-01 -5.56096e-02 -1.95571e-01
 2.67850e+01  2.87189e-01 -5.74372e-02 -2.02527e-01
 2.67860e+01  2.96335e-01 -5.92731e-02 -2.09403e-01
 2.67870e+01  3.05326e-01 -6.11096e-02 -2.16147e-01
 2.67880e+01  3.14083e-01 -6.29379e-02 -2.22703e-01
 2.67890e+01  3.22522e-01 -6.47482e-02 -2.29011e-01
 2.67900e+01  3.30555e-01 -6.65293e-02 -2.35010e-01
 2.67910e+01  3.38088e-01 -6.82695e-02 -2.40631e-01
 2.67920e+01  3.45029e-01 -6.99563e-02 -2.45812e-01
 2.67930e+01  3.51284e-01 -7.15767e-02 -2.50486e-01
 2.67940e+01  3.56765e-01 -7.31176e-02 -2.54594e-01
 2.67950e+01  3.61390e-01 -7.45664e-02 -2.58078e-01
 2.67960e+01  3.65084e-01 -7.59109e-02 -2.60889e-01
 2.67970e+01  3.67786e-01 -7.71402e-02 -2.62985e-01
 2.67980e+01  3.69448e-01 -7.82450e-02 -2.64338e-01
 2.67990e+01  3.70040e-01 -7.92179e-02 -2.64927e-01
 2.68000e+01  3.69547e-01 -8.00539e-02 -2.64748e-01
 2.68010e+01  3.67972e-01 -8.07502e-02 -2.63806e-01
 2.68020e+01  3.65337e-01 -8.13070e-02 -2.62120e-01
 2.68030e+01  3.61681e-01 -8.17271e-02 -2.59720e-01
 2.68040e+01  3.57056e-01 -8.20158e-02 -2.56648e-01
 2.68050e+01  3.51529e-01 -8.21809e-02 -2.52952e-01
 2.68060e+01  3.45177e-01 -8.22320e-02 -2.48691e-01
 2.68070e+01  3.38087e-01 -8.21808e-02 -2.43925e-01
 2.68080e+01  3.30346e-01 -8.20401e-02 -2.38722e-01
 2.68090e+01  3.22050e-01 -8.18236e-02 -2.33145e-01
 2.68100e+01  3.13289e-01 -8.15456e-02 -2.27263e-01
 2.68110e+01  3.04156e-01 -8.12204e-02 -2.21138e-01
 2.68120e+01  2.94736e-01 -8.08622e-02 -2.14833e-01
 2.68130e+01  2.85110e-01 -8.04845e-02 -2.08403e-01
 2.68140e+01  2.75353e-01 -8.01003e-02 -2.01902e-01
 2.68150e+01  2.65532e-01 -7.97216e-02 -1.95375e-01
 2.68160e+01  2.55708e-01 -7.93593e-02 -1.88866e-01
 2.68170e+01  2.45932e-01 -7.90234e-02 -1.82408e-01
 2.68180e+01  2.36251e-01 -7.87227e-02 -1.76036e-01
 2.68190e+01  2.26702e-01 -7.84648e-02 -1.69774e-01
 2.68200e+01  2.17316e-01 -7.82563e-02 -1.63645e-01
 2.68210e+01  2.08120e-01 -7.81030e-02 -1.57665e-01
 2.68220e+01  1.99133e-01 -7.80095e-02 -1.51849e-01
 2.68230e+01  1.90372e-01 -7.79795e-02 -1.46206e-01
 2.68240e+01  1.81848e-01 -7.80160e-02 -1.40746e-01
 2.68250e+01  1.73568e-01 -7.81213e-02 -1.35470e-01
 2.68260e+01  1.65536e-01 -7.82969e-02 -1.30384e-01
 2.68270e+01  1.57757e-01 -7.85439e-02 -1.25488e-01
 2.68280e+01  1.50228e-01 -7.88626e-02 -1.20781e-01
 2.68290e+01  1.42949e-01 -7.92531e-02 -1.16261e-01
 2.68300e+01  1.35916e-01 -7.97149e-02 -1.11926e-01
 2.68310e+01  1.29125e-01 -8.02472e-02 -1.07771e-01
 2.68320e+01  1.22570e-01 -8.08491e-02 -1.03794e-01
 2.68330e+01  1.16247e-01 -8.15192e-02 -9.99877e-02
 2.68340e+01  1.10146e-01 -8.22562e-02 -9.63493e-02
 2.68350e+01  1.04264e-01 -8.30584e-02 -9.28714e-02
 2.68360e+01  9.85898e-02 -8.39244e-02 -8.95503e-02
 2.68370e+01  9.31175e-02 -8.48526e-02 -8.63781e-02
 2.68380e+01  8.78375e-02 -8.58414e-02 -8.33508e-02
 2.68390e+01  8.27416e-02 -8.68897e-02 -8.04603e-02
 2.68400e+01  7.78197e-02 -8.79960e-02 -7.77019e-02
 2.68410e+01  7.30625e-02 -8.91595e-02 -7.50673e-02
 2.68420e+01  6.84586e-02 -9.03791e-02 -7.25513e-02
 2.68430e+01  6.39979e-02 -9.16541e-02 -7.01452e-02
 2.68440e+01  5.96678e-02 -9.29837e-02 -6.78432e-02
 2.68450e+01  5.54569e-02 -9.43673e-02 -6.56359e-02
 2.68460e+01  5.13516e-02 -9.58041e-02 -6.35171e-02
 2.68470e+01  4.73392e-02 -9.72932e-02 -6.14765e-02
 2.68480e+01  4.34052e-02 -9.88334e-02 -5.95073e-02
 2.68490e+01  3.95362e-02 -1.00423e-01 -5.75985e-02
 2.68500e+01  3.57168e-02 -1.02061e-01 -5.57424e-02
 2.68510e+01  3.19330e-02 -1.03743e-01 -5.39274e-02
 2.68520e+01  2.81692e-02 -1.05468e-01 -5.21449e-02
